Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
63,Service,Above high school,10,95,Sometimes,Sometimes,Yes,Inherited,No,New,City Road,Dry,Clear,Afternoon,2,50,44,1,0,Moderate Accident
52,Service,Above high school,1,84,Sometimes,Never,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Night,2,50,36,2,0,Moderate Accident
54,Service,Above high school,3,86,Never,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,3,50,50,3,0,Moderate Accident
34,Service,Above high school,1,31,Sometimes,Never,Yes,Bought with own money,No,Old,City Road,Dry,Clear,Noon,4,50,40,3,0,Moderate Accident
57,Service,Above high school,13,77,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Afternoon,4,50,35,2,0,Moderate Accident
52,Service,Above high school,10,53,Sometimes,Never,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Morning,2,60,45,1,0,Moderate Accident
27,Service,Above high school,6,35,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,7,50,36,1,0,Moderate Accident
60,Service,Above high school,11,47,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Night,4,60,52,2,0,Moderate Accident
42,Service,Above high school,10,51,Sometimes,Sometimes,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,6,50,35,1,0,Moderate Accident
44,Service,Above high school,13,100,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Noon,1,60,52,1,0,Moderate Accident
29,Service,Above high school,14,53,Never,Sometimes,No,Inherited,Yes,Old,City Road,Dry,Foggy,Afternoon,1,50,50,3,0,Moderate Accident
61,Service,Above high school,6,80,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Evening,6,40,34,2,0,Moderate Accident
28,Service,Above high school,3,49,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Morning,8,50,38,2,0,Moderate Accident
64,Service,Above high school,1,85,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,6,40,29,3,0,Moderate Accident
45,Service,Above high school,3,77,Never,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Night,2,50,50,2,0,Moderate Accident
41,Service,Above high school,9,44,Sometimes,Never,Yes,Inherited,Yes,Old,City Road,Dry,Clear,Afternoon,7,50,44,3,0,Moderate Accident
41,Service,Above high school,8,87,Never,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Noon,5,50,50,2,0,Moderate Accident
51,Service,Above high school,13,78,Sometimes,Never,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,6,50,39,1,0,Moderate Accident
46,Service,Above high school,8,54,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Morning,4,60,54,1,0,Moderate Accident
46,Service,Above high school,15,78,Never,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,1,50,50,1,0,Moderate Accident
49,Service,Above high school,2,41,Sometimes,Sometimes,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Night,7,40,34,3,0,Moderate Accident
64,Service,Above high school,12,49,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,8,50,45,2,0,Moderate Accident
40,Service,Above high school,4,58,Sometimes,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Noon,2,50,42,1,0,Moderate Accident
48,Service,Above high school,12,88,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,3,50,41,3,0,Moderate Accident
30,Service,Above high school,4,99,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,City Road,Dry,Clear,Evening,1,40,34,3,0,Moderate Accident
48,Service,Above high school,3,74,Sometimes,Never,No,Inherited,No,New,City Road,Dry,Foggy,Morning,5,50,42,3,0,Moderate Accident
31,Service,Above high school,1,84,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,8,40,28,3,0,Moderate Accident
35,Service,Above high school,8,38,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Night,3,50,37,1,0,Moderate Accident
54,Service,Above high school,3,46,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Afternoon,5,50,35,3,0,Moderate Accident
55,Service,Above high school,0,80,Never,Never,Yes,Bought with own money,Yes,Old,City Road,Wet,Rainy,Noon,7,50,50,3,0,Moderate Accident
26,Service,Above high school,10,68,Sometimes,Sometimes,Yes,Inherited,Yes,New,City Road,Dry,Clear,Afternoon,6,50,43,1,0,Moderate Accident
25,Service,Above high school,7,39,Sometimes,Never,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Morning,7,50,36,3,0,Moderate Accident
54,Service,Above high school,9,84,Never,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,8,50,50,2,0,Moderate Accident
53,Service,Above high school,7,90,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Night,6,50,43,1,0,Moderate Accident
37,Service,Above high school,12,50,Sometimes,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,2,50,36,3,0,Moderate Accident
46,Service,Above high school,6,90,Sometimes,Never,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Noon,8,40,33,3,0,Moderate Accident
59,Service,Above high school,12,65,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,City Road,Dry,Clear,Afternoon,6,50,45,1,0,Moderate Accident
54,Service,Above high school,14,87,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Evening,6,50,44,1,0,Moderate Accident
57,Service,Above high school,15,81,Sometimes,Sometimes,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Morning,4,50,39,3,0,Moderate Accident
52,Service,Above high school,1,62,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,3,50,45,1,0,Moderate Accident
52,Service,Above high school,3,68,Sometimes,Sometimes,No,Inherited,No,New,City Road,Dry,Foggy,Night,1,50,38,2,0,Moderate Accident
29,Service,Above high school,12,66,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,8,50,40,3,0,Moderate Accident
44,Service,Above high school,7,73,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Noon,7,60,45,3,0,Moderate Accident
33,Service,Above high school,1,65,Sometimes,Never,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,2,50,45,1,0,Moderate Accident
44,Service,Above high school,13,55,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Morning,1,50,36,2,0,Moderate Accident
27,Service,Above high school,12,30,Sometimes,Never,Yes,Inherited,No,Old,City Road,Dry,Clear,Afternoon,3,50,37,1,0,Moderate Accident
34,Service,Above high school,6,61,Sometimes,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Night,2,50,40,3,0,Moderate Accident
62,Service,Above high school,1,46,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,3,50,36,3,0,Moderate Accident
60,Service,Above high school,12,97,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Dry,Clear,Noon,2,50,35,2,0,Moderate Accident
49,Service,Above high school,14,46,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,6,50,41,2,0,Moderate Accident
43,Service,Above high school,8,45,Sometimes,Sometimes,Yes,Inherited,No,Old,City Road,Wet,Rainy,Evening,3,50,43,2,0,Moderate Accident
64,Service,Above high school,7,36,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Dry,Clear,Morning,1,50,39,1,0,Moderate Accident
63,Service,Above high school,11,51,Sometimes,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,5,50,39,3,0,Moderate Accident
62,Service,Above high school,13,60,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Night,6,50,35,1,0,Moderate Accident
32,Service,Above high school,8,51,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,8,40,32,2,0,Moderate Accident
55,Service,Above high school,14,75,Sometimes,Never,No,Inherited,No,New,Highway,Dry,Foggy,Noon,6,50,42,3,0,Moderate Accident
28,Service,Above high school,8,44,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Afternoon,3,40,30,3,0,Moderate Accident
58,Service,Above high school,13,56,Sometimes,Never,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Morning,4,50,39,1,0,Moderate Accident
26,Service,Above high school,10,58,Sometimes,Sometimes,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,1,50,41,2,0,Moderate Accident
46,Service,Above high school,13,52,Sometimes,Never,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Night,2,50,44,1,0,Moderate Accident
25,Service,Above high school,12,67,Sometimes,Sometimes,Yes,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,4,40,35,2,0,Moderate Accident
56,Service,Above high school,15,96,Sometimes,Never,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Noon,6,50,39,1,0,Moderate Accident
51,Service,Above high school,13,66,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Afternoon,2,50,44,1,0,Moderate Accident
46,Service,Above high school,9,47,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Dry,Clear,Evening,5,50,37,1,0,Moderate Accident
28,Service,Above high school,1,64,Sometimes,Sometimes,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Morning,5,40,34,3,0,Moderate Accident
35,Service,Above high school,11,99,Sometimes,Never,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,1,50,45,2,0,Moderate Accident
34,Service,Above high school,8,95,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Night,7,50,44,3,0,Moderate Accident
52,Service,Above high school,1,91,Sometimes,Never,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,1,50,45,1,0,Moderate Accident
60,Service,Above high school,3,62,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Noon,4,60,51,3,0,Moderate Accident
50,Service,Above high school,12,75,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,5,50,42,1,1,Moderate Accident
56,Service,Above high school,5,95,Sometimes,Sometimes,No,Inherited,No,New,Highway,Dry,Foggy,Morning,8,50,43,3,0,Moderate Accident
62,Service,Above high school,9,95,Sometimes,Never,Yes,Bought with own money,Yes,Old,Highway,Wet,Rainy,Afternoon,4,50,44,1,0,Moderate Accident
30,Service,Above high school,13,83,Sometimes,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Clear,Night,3,50,39,2,0,Moderate Accident
36,Service,Above high school,5,88,Sometimes,Never,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Afternoon,3,50,44,1,0,Moderate Accident
37,Service,Above high school,5,74,Never,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Noon,1,50,50,1,0,Moderate Accident
36,Service,Above high school,8,93,Sometimes,Never,Yes,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,7,60,54,3,0,Moderate Accident
25,Service,Above high school,1,67,Never,Sometimes,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Evening,2,50,50,2,0,Moderate Accident
50,Service,Above high school,12,81,Never,Never,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Morning,6,50,50,1,0,Moderate Accident
64,Service,Above high school,4,44,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Afternoon,4,50,37,3,0,Moderate Accident
63,Service,Above high school,1,91,Sometimes,Never,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Night,3,50,38,2,0,Moderate Accident
52,Service,Above high school,1,57,Sometimes,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,3,50,40,2,0,Moderate Accident
28,Service,Above high school,7,91,Never,Never,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Noon,7,50,50,2,0,Moderate Accident
40,Service,Above high school,12,82,Never,Sometimes,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Afternoon,7,50,50,3,0,Moderate Accident
39,Service,Above high school,5,73,Never,Never,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Morning,2,50,50,3,0,Moderate Accident
63,Service,Above high school,3,75,Never,Sometimes,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,2,50,50,3,0,Moderate Accident
26,Service,Above high school,12,93,Sometimes,Never,No,Inherited,Yes,Old,Highway,Dry,Foggy,Night,3,60,51,3,0,Moderate Accident
38,Service,Above high school,7,33,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Afternoon,8,50,38,1,0,Moderate Accident
35,Service,Above high school,4,50,Sometimes,Never,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Noon,6,40,25,3,0,Moderate Accident
42,Service,Above high school,13,80,Sometimes,Sometimes,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,7,50,36,1,0,Moderate Accident
57,Service,Above high school,8,50,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Evening,7,50,40,3,0,Moderate Accident
42,Service,Above high school,8,74,Sometimes,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,1,50,45,1,0,Moderate Accident
36,Service,Above high school,14,89,Sometimes,Never,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Afternoon,8,50,39,2,0,Moderate Accident
43,Service,Above high school,11,60,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Highway,Wet,Rainy,Night,2,50,36,1,0,Moderate Accident
42,Service,Above high school,14,47,Never,Never,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,7,50,50,3,0,Moderate Accident
60,Service,Above high school,13,39,Sometimes,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,2,50,37,1,0,Moderate Accident
25,Service,Above high school,5,49,Sometimes,Never,Yes,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,4,50,38,2,0,Moderate Accident
63,Service,Above high school,13,41,Sometimes,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Clear,Morning,5,50,45,3,0,Moderate Accident
65,Service,Above high school,3,80,Sometimes,Never,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,1,50,38,3,0,Moderate Accident
60,Service,Above high school,1,51,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Night,6,50,42,1,0,Moderate Accident
50,Service,Above high school,14,58,Sometimes,Never,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Afternoon,4,60,50,1,0,Moderate Accident
52,Service,Above high school,12,94,Sometimes,Sometimes,No,Inherited,Yes,New,Highway,Dry,Foggy,Noon,3,60,48,1,0,Moderate Accident
27,Service,Above high school,15,31,Sometimes,Never,Yes,Bought with own money,Yes,Old,Highway,Wet,Rainy,Afternoon,4,50,45,3,0,Moderate Accident
46,Service,Above high school,12,35,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Evening,7,50,35,3,0,Moderate Accident
47,Service,Above high school,0,87,Sometimes,Never,No,Bought with own money,No,New,Highway,Dry,Foggy,Morning,5,50,41,2,0,Moderate Accident
58,Service,Above high school,15,38,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Afternoon,2,50,38,2,0,Moderate Accident
56,Service,Above high school,12,70,Sometimes,Never,Yes,Inherited,Yes,New,Highway,Dry,Clear,Night,2,40,27,3,0,Moderate Accident
29,Service,Above high school,4,81,Never,Sometimes,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Afternoon,5,50,50,1,0,Moderate Accident
45,Service,Above high school,2,72,Sometimes,Never,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Noon,3,60,54,2,0,Moderate Accident
56,Service,Above high school,5,44,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Afternoon,1,50,40,1,0,Moderate Accident
52,Service,Above high school,11,69,Sometimes,Never,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Morning,4,60,47,2,0,Moderate Accident
36,Service,Above high school,10,34,Sometimes,Sometimes,Yes,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,1,50,37,1,0,Moderate Accident
57,Service,Above high school,4,59,Sometimes,Never,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Night,4,40,35,1,0,Moderate Accident
34,Service,Above high school,5,97,Sometimes,Sometimes,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,7,50,45,3,0,Moderate Accident
50,Service,Above high school,8,90,Sometimes,Never,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Noon,6,50,36,2,0,Moderate Accident
50,Service,Above high school,13,85,Sometimes,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,3,50,41,3,0,Moderate Accident
61,Service,Above high school,6,68,Sometimes,Never,No,Inherited,No,Old,Highway,Dry,Foggy,Evening,7,50,36,2,0,Moderate Accident
56,Service,Above high school,9,95,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Morning,3,50,36,2,0,Moderate Accident
65,Service,Above high school,2,73,Sometimes,Never,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,4,50,40,3,0,Moderate Accident
53,Service,Above high school,13,93,Sometimes,Sometimes,No,Bought with own money,No,New,Highway,Dry,Foggy,Night,8,50,44,2,0,Moderate Accident
38,Service,Above high school,13,82,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4,50,43,1,0,Moderate Accident
48,Service,Above high school,11,45,Sometimes,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Clear,Noon,2,60,51,2,0,Moderate Accident
51,Service,Above high school,14,90,Sometimes,Never,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,5,50,35,2,0,Moderate Accident
46,Service,Above high school,7,62,Sometimes,Sometimes,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,4,50,42,1,0,Moderate Accident
44,Service,Above high school,13,67,Sometimes,Never,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,6,50,45,1,0,Moderate Accident
57,Service,Above high school,13,69,Sometimes,Sometimes,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Night,1,50,36,3,0,Moderate Accident
51,Service,Above high school,5,76,Sometimes,Never,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,6,50,41,3,0,Moderate Accident
45,Service,Above high school,3,38,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Noon,1,50,42,2,0,Moderate Accident
47,Service,Above high school,14,82,Sometimes,Never,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Afternoon,8,60,52,3,0,Moderate Accident
56,Service,Above high school,7,81,Never,Sometimes,Yes,Bought with own money,Yes,New,Highway,Wet,Rainy,Evening,1,50,50,2,0,Moderate Accident
53,Service,Above high school,5,96,Sometimes,Never,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Morning,2,50,36,2,0,Moderate Accident
42,Service,Above high school,3,92,Sometimes,Sometimes,No,Inherited,Yes,New,Highway,Dry,Foggy,Afternoon,8,50,36,3,0,Moderate Accident
40,Service,Above high school,6,57,Sometimes,Never,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Night,1,50,38,2,0,Moderate Accident
37,Service,Above high school,4,95,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,8,40,27,2,0,Moderate Accident
26,Service,Above high school,2,45,Sometimes,Never,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Noon,7,50,37,3,0,Moderate Accident
42,Service,Above high school,5,59,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Highway,Wet,Rainy,Afternoon,6,50,37,1,0,Moderate Accident
53,Service,Above high school,14,36,Sometimes,Never,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,2,50,35,1,0,Moderate Accident
42,Service,Above high school,10,83,Sometimes,Sometimes,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Afternoon,7,50,35,1,0,Moderate Accident
